codePostal_recons;prix_m2_mean;prix_m2_std;prix_m2_max;prix_m2_min;avg_lag_1m;avg_roll_3m;prix_m2_cv;tc_am_reg;cluster;cluster_label
01000;2377.4349767347708;469.2084509662947;4875.0;1835.0488888888888;2366.5897179053413;2363.0077201342065;0.1973591099474432;4.3389071612177865;3.0;Zones rurales, petites villes stagnantes
01090;2879.6237046655087;336.529680251523;3598.24347826087;2245.1275;2878.8012919670955;2878.8440415967257;0.11686585289122477;5.546078171086766;0.0;Banlieues, zones mixtes
01100;1741.6792260026589;279.5259667541278;2796.891111111111;1377.4959999999999;1739.300577984011;1732.4254237493567;0.16049222071487296;4.906533019909176;3.0;Zones rurales, petites villes stagnantes
01110;1490.2341885964913;473.8532213595393;2511.36;785.71;1475.5400833333333;1465.5143213589529;0.3179723193747261;10.722392147490112;1.0;Centres urbains établis, zones résidentielles
01120;3282.385255582554;381.60564227106363;4168.442000000001;2498.852;3270.332748160152;3256.90863509433;0.11625863893400189;7.531988575074777;0.0;Banlieues, zones mixtes
01130;1554.056718915344;500.01840483299907;3037.99;568.63;1566.137949074074;1563.3277484567902;0.32175042181342495;1.7554904465113097;3.0;Zones rurales, petites villes stagnantes
01140;2347.8638721238212;396.6772515667859;2970.2857894736844;1268.0833333333333;2342.9300276793765;2322.3813066917223;0.16895240660096755;10.30939694655455;3.0;Zones rurales, petites villes stagnantes
01150;2673.271699489857;303.4398178050079;3173.896279069768;1931.6809523809525;2663.028956434301;2651.2650124013794;0.11350878321231382;4.1629448035613414;3.0;Zones rurales, petites villes stagnantes
01160;2254.658086198623;467.3910008086165;3131.265;431.03;2245.5119313164687;2236.165853950213;0.20730016833578638;8.930194736653352;3.0;Zones rurales, petites villes stagnantes
01170;4792.387614633912;334.5079274491888;5488.127619047619;4180.4575;4778.036385125714;4769.471111696258;0.06979984808151661;4.673078048759827;0.0;Banlieues, zones mixtes
01190;1831.2293167112712;185.21696548102824;2192.791935483871;1373.1066666666666;1819.0899534776054;1814.0504432591415;0.10114351260696385;4.228398713615178;3.0;Zones rurales, petites villes stagnantes
01200;2800.5311064058305;540.9000545428299;4178.8575;1203.025;2785.9365998698827;2774.58514252593;0.19314195557606745;8.779207883206475;3.0;Zones rurales, petites villes stagnantes
01210;5378.459192351567;375.66699806230775;6429.9464;4640.806842105263;5373.497798171673;5365.3251671814705;0.06984658331079738;2.9664914383084273;0.0;Banlieues, zones mixtes
01220;6445.6157780306075;488.9092292025749;7296.765555555556;5285.096153846154;6427.668778030608;6441.246838071954;0.07585143856526244;2.4699055626539845;2.0;Zones tendues - secteurs spéculatifs
01230;1272.0164606227106;415.2266196043828;2118.825;403.985;1263.5066315628817;1262.7782234432236;0.3264317974321734;3.249121211382633;3.0;Zones rurales, petites villes stagnantes
01240;2375.3755045155103;337.8907276503493;3347.2942857142857;1639.815;2362.262551027138;2352.42632144449;0.14224728974767575;7.214765117799615;3.0;Zones rurales, petites villes stagnantes
01250;2176.0223284454682;264.8813836394296;2640.7316666666666;1682.9271428571428;2162.598987342127;2157.3935860373667;0.12172732796756668;5.605249519980493;3.0;Zones rurales, petites villes stagnantes
01260;1942.0839196174197;707.4108651946299;4101.12;444.44;1966.5433213268213;1945.717896011396;0.364253500092821;5.1358507113066665;1.0;Centres urbains établis, zones résidentielles
01270;1557.1661641680585;256.04336966484505;2134.342916666667;1016.53;1579.1727533153455;1586.669317699497;0.1644290606594579;1.197154265338618;3.0;Zones rurales, petites villes stagnantes
01280;5364.58694753905;319.76013089236477;5991.368888888889;4704.463333333333;5357.515169761273;5361.1326243531685;0.05960573181483273;0.5922946457823208;0.0;Banlieues, zones mixtes
01290;2256.2567167250772;245.45864183682247;2655.8166666666666;1460.18;2259.2707537621145;2247.569979457987;0.10879020991596293;4.603414269890038;3.0;Zones rurales, petites villes stagnantes
01300;2245.136840764749;300.55004222817774;2759.0455;1327.1456;2221.9077435425265;2197.502071557902;0.13386713752637142;10.555799445593728;3.0;Zones rurales, petites villes stagnantes
01310;2116.6946677088868;332.9208747253803;2833.327857142857;1335.1317647058825;2112.087493105712;2106.7425592857194;0.15728337194978353;6.190554501914836;3.0;Zones rurales, petites villes stagnantes
01320;2713.30363641698;372.1225230266812;3999.9514285714286;1820.0324999999998;2713.5643507026944;2715.6080808614247;0.1371473940594732;2.1342820769461923;0.0;Banlieues, zones mixtes
01330;2808.623039462462;445.7380492467766;3884.96;1986.1216666666667;2809.8942950180176;2806.7250530808024;0.15870340839049932;3.0911676265066745;0.0;Banlieues, zones mixtes
01340;2014.862909519229;196.99685016970616;2357.3066666666664;1557.33625;2010.9479135776708;1996.3022709992895;0.09777183809329838;5.792080399555921;3.0;Zones rurales, petites villes stagnantes
01350;2030.999988002953;451.5476884527799;3335.5283333333336;916.67;2043.0061197858988;2024.6622825765967;0.222327765199437;7.124119358628089;3.0;Zones rurales, petites villes stagnantes
01360;3287.5247156106097;390.4474093095926;3994.738695652174;2098.565;3273.063124701519;3267.596365129447;0.11876637990144287;5.034428855965878;0.0;Banlieues, zones mixtes
01370;2056.6932500000003;485.5562518525593;4071.2650000000003;937.5;2070.50955952381;2070.1405221088435;0.23608588779710304;4.4137923700668935;3.0;Zones rurales, petites villes stagnantes
01380;2295.473215934066;258.41496218223415;2926.7599999999998;1597.01;2297.708215934066;2286.3160450786863;0.11257589955240703;3.3372371968071413;3.0;Zones rurales, petites villes stagnantes
01390;3500.9448890746708;494.6325287930922;4454.410434782609;2452.89;3486.0982732016546;3475.5834301460995;0.14128543706491414;7.353082917195586;0.0;Banlieues, zones mixtes
01400;2553.161923442654;382.3196639003382;3616.67;1711.1312903225805;2542.9529941497244;2532.7357195148943;0.1497436023896294;4.693531777940052;3.0;Zones rurales, petites villes stagnantes
01410;2344.528388888889;692.6210617699783;4134.62;780.0;2333.5705555555555;2341.8663;0.2954202069177004;3.826607143230376;1.0;Centres urbains établis, zones résidentielles
01420;2413.234571428571;537.7060238359883;3700.7660000000005;450.0;2435.6759350649354;2411.060876033058;0.2228154818442206;9.595472535208671;1.0;Centres urbains établis, zones résidentielles
01430;2218.6693866666665;453.2229598023948;3600.1549999999997;1406.49;2211.1133866666664;2201.17864;0.20427692495605124;3.6287894002849264;3.0;Zones rurales, petites villes stagnantes
01440;2278.263849021779;643.2764472695808;4746.69;942.98;2296.6294304171283;2257.941779959059;0.2823537965305402;6.013017018011091;1.0;Centres urbains établis, zones résidentielles
01450;1497.5262453703704;538.6429670153115;2632.0133333333333;453.33;1522.855689814815;1517.5079477513227;0.35968849873618974;13.94878017993344;1.0;Centres urbains établis, zones résidentielles
